	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	944																																																																																																																														
	1072																																																																																																																														
	1120																																																																																																																														
	1120																																																																																																																														
	1136																																																																																																																														
	1572																																																																																																																														
	1600																																																																																																																														
	1840																																																																																																																														
	1864																																																																																																																														
	1904																																																																																																																														
	2064																																																																																																																														
	2112																																																																																																																														
	2124																																																																																																																														
	2192																																																																																																																														
	2272																																																																																																																														
	2400																																																																																																																														
	2400																																																																																																																														
	2528																																																																																																																														
	2616																																																																																																																														
	2656																																																																																																																														
	2704																																																																																																																														
	2896																																																																																																																														
	2912																																																																																																																														
	3072																																																																																																																														
	3184																																																																																																																														
	3256																																																																																																																														
	3344																																																																																																																														
	3584																																																																																																																														
	3600																																																																																																																														
	3632																																																																																																																														
	3668																																																																																																																														
	3872																																																																																																																														
	3984																																																																																																																														
	4072																																																																																																																														
	4088																																																																																																																														
	4240																																																																																																																														
	4256																																																																																																																														
	4336																																																																																																																														
	4416																																																																																																																														
	4448																																																																																																																														
	4576																																																																																																																														
	4608																																																																																																																														
	4640																																																																																																																														
	4668																																																																																																																														
	4672																																																																																																																														
	4796																																																																																																																														
	4928																																																																																																																														
																																																																																																																															
	108																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	944																																																																																																																														
	1072																																																																																																																														
	1120																																																																																																																														
	1120																																																																																																																														
	1136																																																																																																																														
	1572																																																																																																																														
	1600																																																																																																																														
	1840																																																																																																																														
	1864																																																																																																																														
	1904																																																																																																																														
	2064																																																																																																																														
	2112																																																																																																																														
	2124																																																																																																																														
	2192																																																																																																																														
	2272																																																																																																																														
	2400																																																																																																																														
	2400																																																																																																																														
	2528																																																																																																																														
	2616																																																																																																																														
	2656																																																																																																																														
	2704																																																																																																																														
	2896																																																																																																																														
	2912																																																																																																																														
	3072																																																																																																																														
	3184																																																																																																																														
	3256																																																																																																																														
	3344																																																																																																																														
	3584																																																																																																																														
	3600																																																																																																																														
	3632																																																																																																																														
	3668																																																																																																																														
	3872																																																																																																																														
	3984																																																																																																																														
	4072																																																																																																																														
	4088																																																																																																																														
	4176																																																																																																																														
	4240																																																																																																																														
	4256																																																																																																																														
	4336																																																																																																																														
	4416																																																																																																																														
	4576																																																																																																																														
	4608																																																																																																																														
	4640																																																																																																																														
	4668																																																																																																																														
	4672																																																																																																																														
	4796																																																																																																																														
	4928																																																																																																																														
																																																																																																																															
	109																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	944																																																																																																																														
	1072																																																																																																																														
	1120																																																																																																																														
	1120																																																																																																																														
	1136																																																																																																																														
	1572																																																																																																																														
	1600																																																																																																																														
	1840																																																																																																																														
	1864																																																																																																																														
	1904																																																																																																																														
	2064																																																																																																																														
	2112																																																																																																																														
	2124																																																																																																																														
	2192																																																																																																																														
	2272																																																																																																																														
	2400																																																																																																																														
	2400																																																																																																																														
	2528																																																																																																																														
	2616																																																																																																																														
	2656																																																																																																																														
	2704																																																																																																																														
	2896																																																																																																																														
	2912																																																																																																																														
	3072																																																																																																																														
	3184																																																																																																																														
	3256																																																																																																																														
	3344																																																																																																																														
	3392																																																																																																																														
	3584																																																																																																																														
	3600																																																																																																																														
	3632																																																																																																																														
	3668																																																																																																																														
	3872																																																																																																																														
	3984																																																																																																																														
	4072																																																																																																																														
	4088																																																																																																																														
	4176																																																																																																																														
	4240																																																																																																																														
	4256																																																																																																																														
	4336																																																																																																																														
	4416																																																																																																																														
	4576																																																																																																																														
	4608																																																																																																																														
	4640																																																																																																																														
	4668																																																																																																																														
	4672																																																																																																																														
	4796																																																																																																																														
																																																																																																																															
	110																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	944																																																																																																																														
	1072																																																																																																																														
	1120																																																																																																																														
	1120																																																																																																																														
	1136																																																																																																																														
	1572																																																																																																																														
	1600																																																																																																																														
	1840																																																																																																																														
	1864																																																																																																																														
	1904																																																																																																																														
	2064																																																																																																																														
	2112																																																																																																																														
	2124																																																																																																																														
	2192																																																																																																																														
	2272																																																																																																																														
	2400																																																																																																																														
	2400																																																																																																																														
	2528																																																																																																																														
	2616																																																																																																																														
	2656																																																																																																																														
	2704																																																																																																																														
	2896																																																																																																																														
	2912																																																																																																																														
	3072																																																																																																																														
	3184																																																																																																																														
	3256																																																																																																																														
	3344																																																																																																																														
	3392																																																																																																																														
	3584																																																																																																																														
	3600																																																																																																																														
	3632																																																																																																																														
	3668																																																																																																																														
	3872																																																																																																																														
	3984																																																																																																																														
	4072																																																																																																																														
	4088																																																																																																																														
	4176																																																																																																																														
	4240																																																																																																																														
	4256																																																																																																																														
	4336																																																																																																																														
	4352																																																																																																																														
	4416																																																																																																																														
	4576																																																																																																																														
	4608																																																																																																																														
	4640																																																																																																																														
	4668																																																																																																																														
	4672																																																																																																																														
																																																																																																																															
	111																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	944																																																																																																																														
	1072																																																																																																																														
	1120																																																																																																																														
	1120																																																																																																																														
	1136																																																																																																																														
	1572																																																																																																																														
	1600																																																																																																																														
	1840																																																																																																																														
	1864																																																																																																																														
	1904																																																																																																																														
	2064																																																																																																																														
	2112																																																																																																																														
	2124																																																																																																																														
	2192																																																																																																																														
	2272																																																																																																																														
	2400																																																																																																																														
	2400																																																																																																																														
	2528																																																																																																																														
	2616																																																																																																																														
	2656																																																																																																																														
	2704																																																																																																																														
	2896																																																																																																																														
	2912																																																																																																																														
	3072																																																																																																																														
	3184																																																																																																																														
	3256																																																																																																																														
	3344																																																																																																																														
	3392																																																																																																																														
	3584																																																																																																																														
	3600																																																																																																																														
	3632																																																																																																																														
	3668																																																																																																																														
	3872																																																																																																																														
	3888																																																																																																																														
	3984																																																																																																																														
	4072																																																																																																																														
	4088																																																																																																																														
	4176																																																																																																																														
	4240																																																																																																																														
	4256																																																																																																																														
	4272																																																																																																																														
	4336																																																																																																																														
	4352																																																																																																																														
	4416																																																																																																																														
	4576																																																																																																																														
	4608																																																																																																																														
	4640																																																																																																																														
																																																																																																																															
	112																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
